1	0	0	11	0	593	561	Admin	(HP)DrugSmall	1964501327	1	0	2011-11-13 15:06:09
1	0	0	5	0	540	509	Admin	NewWeapon1	1964531330	1	0	2011-11-13 15:07:12
1	0	0	5	0	540	508	Admin	GreenPoisonBun	1964541331	1	0	2011-11-13 15:07:51
1	0	0	11	0	540	508	Admin	GreenPoisonBun	1964541331	1	0	2011-11-13 15:07:57
1	0	0	5	0	537	506	Admin	GMStaff	1964541338	1	0	2011-11-13 15:08:30
1	0	0	5	0	537	506	Admin	GMBracelet	1964551339	1	0	2011-11-13 15:09:00
1	0	0	5	0	537	506	Admin	GMArmour	1964551340	1	0	2011-11-13 15:09:18
1	0	0	5	0	537	506	Admin	GMNecklace	1964551341	1	0	2011-11-13 15:09:33
1	0	0	5	0	537	506	Admin	GMHelmet	1964561342	1	0	2011-11-13 15:09:42
1	0	0	5	0	537	506	Admin	GMRevivalRing	1964561343	1	0	2011-11-13 15:09:54
1	0	0	5	0	537	506	Admin	GMRevivalRing	1964561344	1	0	2011-11-13 15:09:57
